0	0.08169	матвей андрей знак иона серёжка запятая егор делать стоять налим берег перекладина ловить точка вода 
1	0.10354	комик пить провизор савва аптека писать щипцовый узелковый диван антрепренёр театр купить шапкин зельтерский свойкин 
2	0.13181	гриша сапог машенька номер играть флейта секретарь мамаша николай соня жить контрабас пелагея сергей анюта 
3	0.07997	дорога дьячиха савелий нелли окно почтальон ехать пятеркин ваксина токарь возница телега землемер верста фон 
4	0.15892	блин письмо женщина француз жениться девица фамилия ниночка прочий общество способ волос получить кондрашкин русский 
5	0.10503	публика мировой судья вагон ежели народ посудина брат помои станция гайка гришка подтягин господин билет 
6	1.04028	говорить свой глаз знать рука стать глядеть лицо дело бог думать дать видеть чёрт сидеть 
